"","sample","maxGeneset"
"NTC95-1010","P1010","cytotoxic1"
"NTC96-1010","P1010","cytotoxic1"
"PTC10-1010","P1010","cytotoxic1"
"PTC1-1010","P1010","cytotoxic1"
"PTC11-1010","P1010","cytotoxic1"
"PTC12-1010","P1010","cytotoxic1"
"PTC13-1010","P1010","cytotoxic1"
"PTC14-1010","P1010","cytotoxic1"
"PTC17-1010","P1010","cytotoxic1"
"PTC18-1010","P1010","cytotoxic1"
"PTC19-1010","P1010","cytotoxic1"
"PTC20-1010","P1010","cytotoxic1"
"PTC21-1010","P1010","cytotoxic1"
"PTC22-1010","P1010","cytotoxic1"
"PTC23-1010","P1010","cytotoxic1"
"PTC24-1010","P1010","cytotoxic1"
"PTC25-1010","P1010","cytotoxic1"
"PTC26-1010","P1010","cytotoxic1"
"PTC27-1010","P1010","cytotoxic1"
"PTC29-1010","P1010","cytotoxic1"
"PTC30-1010","P1010","cytotoxic1"
"PTC3-1010","P1010","cytotoxic1"
"PTC31-1010","P1010","cytotoxic1"
"PTC32-1010","P1010","cytotoxic1"
"PTC33-1010","P1010","cytotoxic1"
"PTC34-1010","P1010","cytotoxic1"
"PTC35-1010","P1010","cytotoxic1"
"PTC37-1010","P1010","cytotoxic1"
"PTC39-1010","P1010","cytotoxic1"
"PTC4-1010","P1010","cytotoxic1"
"PTC41-1010","P1010","cytotoxic1"
"PTC42-1010","P1010","cytotoxic1"
"PTC43-1010","P1010","cytotoxic1"
"PTC44-1010","P1010","cytotoxic1"
"PTC45-1010","P1010","cytotoxic1"
"PTC46-1010","P1010","cytotoxic1"
"PTC47-1010","P1010","cytotoxic1"
"PTC49-1010","P1010","cytotoxic1"
"PTC5-1010","P1010","cytotoxic1"
"PTC51-1010","P1010","cytotoxic1"
"PTC53-1010","P1010","cytotoxic1"
"PTC54-1010","P1010","cytotoxic1"
"PTC55-1010","P1010","cytotoxic1"
"PTC56-1010","P1010","cytotoxic1"
"PTC58-1010","P1010","cytotoxic1"
"PTC60-1010","P1010","cytotoxic1"
"PTC6-1010","P1010","cytotoxic1"
"PTC61-1010","P1010","cytotoxic1"
"PTC62-1010","P1010","cytotoxic1"
"PTC63-1010","P1010","cytotoxic1"
"PTC64-1010","P1010","cytotoxic1"
"PTC65-1010","P1010","cytotoxic1"
"PTC66-1010","P1010","cytotoxic1"
"PTC67-1010","P1010","cytotoxic1"
"PTC68-1010","P1010","cytotoxic1"
"PTC69-1010","P1010","cytotoxic1"
"PTC70-1010","P1010","cytotoxic1"
"PTC7-1010","P1010","cytotoxic1"
"PTC71-1010","P1010","cytotoxic1"
"PTC72-1010","P1010","cytotoxic1"
"PTC73-1010","P1010","cytotoxic1"
"PTC75-1010","P1010","cytotoxic1"
"PTC78-1010","P1010","cytotoxic1"
"PTC79-1010","P1010","cytotoxic1"
"PTC80-1010","P1010","cytotoxic1"
"PTC8-1010","P1010","cytotoxic1"
"PTC82-1010","P1010","cytotoxic1"
"PTC83-1010","P1010","cytotoxic1"
"PTC84-1010","P1010","cytotoxic1"
"PTC85-1010","P1010","cytotoxic1"
"PTC86-1010","P1010","cytotoxic1"
"PTC87-1010","P1010","cytotoxic1"
"PTC88-1010","P1010","cytotoxic1"
"PTC89-1010","P1010","cytotoxic1"
"PTC90-1010","P1010","cytotoxic1"
"PTC9-1010","P1010","cytotoxic1"
"PTC91-1010","P1010","cytotoxic1"
"PTC92-1010","P1010","naive2"
"PTC93-1010","P1010","cytotoxic1"
"PTC94-1010","P1010","cytotoxic1"
"PTC95-1010","P1010","cytotoxic1"
"PTC96-1010","P1010","cytotoxic1"
"TTC100-1010","P1010","cytotoxic1"
"TTC10-1010","P1010","cytotoxic1"
"TTC101-1010","P1010","naive2"
"TTC103-1010","P1010","dysfunctional4"
"TTC104-1010","P1010","dysfunctional4"
"TTC105-1010","P1010","predysfunctional3"
"TTC106-1010","P1010","dysfunctional4"
"TTC107-1010","P1010","cytotoxic1"
"TTC108-1010","P1010","cytotoxic1"
"TTC109-1010","P1010","cytotoxic1"
"TTC1-1010","P1010","predysfunctional3"
"TTC11-1010","P1010","predysfunctional3"
"TTC111-1010","P1010","dysfunctional4"
"TTC112-1010","P1010","dysfunctional4"
"TTC113-1010","P1010","predysfunctional3"
"TTC114-1010","P1010","cytotoxic1"
"TTC115-1010","P1010","predysfunctional3"
"TTC116-1010","P1010","dysfunctional4"
"TTC117-1010","P1010","cytotoxic1"
"TTC118-1010","P1010","cytotoxic1"
"TTC119-1010","P1010","predysfunctional3"
"TTC12-1010","P1010","naive2"
"TTC121-1010","P1010","cytotoxic1"
"TTC122-1010","P1010","naive2"
"TTC123-1010","P1010","predysfunctional3"
"TTC124-1010","P1010","predysfunctional3"
"TTC125-1010","P1010","dysfunctional4"
"TTC126-1010","P1010","cytotoxic1"
"TTC127-1010","P1010","naive2"
"TTC128-1010","P1010","cytotoxic1"
"TTC129-1010","P1010","naive2"
"TTC13-1010","P1010","cytotoxic1"
"TTC131-1010","P1010","predysfunctional3"
"TTC132-1010","P1010","cytotoxic1"
"TTC133-1010","P1010","predysfunctional3"
"TTC134-1010","P1010","cytotoxic1"
"TTC135-1010","P1010","cytotoxic1"
"TTC136-1010","P1010","cytotoxic1"
"TTC137-1010","P1010","predysfunctional3"
"TTC138-1010","P1010","predysfunctional3"
"TTC139-1010","P1010","predysfunctional3"
"TTC140-1010","P1010","cytotoxic1"
"TTC14-1010","P1010","predysfunctional3"
"TTC141-1010","P1010","cytotoxic1"
"TTC142-1010","P1010","predysfunctional3"
"TTC143-1010","P1010","cytotoxic1"
"TTC144-1010","P1010","naive2"
"TTC145-1010","P1010","cytotoxic1"
"TTC146-1010","P1010","dysfunctional4"
"TTC147-1010","P1010","cytotoxic1"
"TTC148-1010","P1010","cytotoxic1"
"TTC149-1010","P1010","dysfunctional4"
"TTC150-1010","P1010","naive2"
"TTC15-1010","P1010","cytotoxic1"
"TTC151-1010","P1010","predysfunctional3"
"TTC152-1010","P1010","cytotoxic1"
"TTC154-1010","P1010","cytotoxic1"
"TTC155-1010","P1010","cytotoxic1"
"TTC156-1010","P1010","predysfunctional3"
"TTC158-1010","P1010","naive2"
"TTC159-1010","P1010","predysfunctional3"
"TTC160-1010","P1010","dysfunctional4"
"TTC16-1010","P1010","predysfunctional3"
"TTC161-1010","P1010","predysfunctional3"
"TTC162-1010","P1010","cytotoxic1"
"TTC163-1010","P1010","cytotoxic1"
"TTC165-1010","P1010","dysfunctional4"
"TTC168-1010","P1010","cytotoxic1"
"TTC169-1010","P1010","cytotoxic1"
"TTC170-1010","P1010","predysfunctional3"
"TTC17-1010","P1010","predysfunctional3"
"TTC171-1010","P1010","predysfunctional3"
"TTC172-1010","P1010","cytotoxic1"
"TTC173-1010","P1010","cytotoxic1"
"TTC174-1010","P1010","naive2"
"TTC175-1010","P1010","dysfunctional4"
"TTC176-1010","P1010","cytotoxic1"
"TTC177-1010","P1010","dysfunctional4"
"TTC179-1010","P1010","dysfunctional4"
"TTC180-1010","P1010","cytotoxic1"
"TTC18-1010","P1010","dysfunctional4"
"TTC183-1010","P1010","cytotoxic1"
"TTC184-1010","P1010","predysfunctional3"
"TTC185-1010","P1010","predysfunctional3"
"TTC186-1010","P1010","predysfunctional3"
"TTC187-1010","P1010","predysfunctional3"
"TTC188-1010","P1010","cytotoxic1"
"TTC189-1010","P1010","naive2"
"TTC190-1010","P1010","naive2"
"TTC19-1010","P1010","naive2"
"TTC192-1010","P1010","predysfunctional3"
"TTC20-1010","P1010","cytotoxic1"
"TTC2-1010","P1010","predysfunctional3"
"TTC21-1010","P1010","cytotoxic1"
"TTC22-1010","P1010","cytotoxic1"
"TTC23-1010","P1010","cytotoxic1"
"TTC24-1010","P1010","cytotoxic1"
"TTC25-1010","P1010","naive2"
"TTC26-1010","P1010","dysfunctional4"
"TTC27-1010","P1010","cytotoxic1"
"TTC28-1010","P1010","cytotoxic1"
"TTC29-1010","P1010","dysfunctional4"
"TTC30-1010","P1010","naive2"
"TTC3-1010","P1010","predysfunctional3"
"TTC31-1010","P1010","naive2"
"TTC32-1010","P1010","predysfunctional3"
"TTC33-1010","P1010","cytotoxic1"
"TTC34-1010","P1010","cytotoxic1"
"TTC35-1010","P1010","predysfunctional3"
"TTC36-1010","P1010","dysfunctional4"
"TTC37-1010","P1010","cytotoxic1"
"TTC38-1010","P1010","predysfunctional3"
"TTC39-1010","P1010","dysfunctional4"
"TTC40-1010","P1010","dysfunctional4"
"TTC4-1010","P1010","cytotoxic1"
"TTC41-1010","P1010","cytotoxic1"
"TTC42-1010","P1010","cytotoxic1"
"TTC43-1010","P1010","predysfunctional3"
"TTC44-1010","P1010","predysfunctional3"
"TTC45-1010","P1010","cytotoxic1"
"TTC46-1010","P1010","dysfunctional4"
"TTC47-1010","P1010","cytotoxic1"
"TTC48-1010","P1010","cytotoxic1"
"TTC49-1010","P1010","predysfunctional3"
"TTC50-1010","P1010","cytotoxic1"
"TTC5-1010","P1010","dysfunctional4"
"TTC51-1010","P1010","predysfunctional3"
"TTC52-1010","P1010","predysfunctional3"
"TTC53-1010","P1010","naive2"
"TTC54-1010","P1010","naive2"
"TTC55-1010","P1010","predysfunctional3"
"TTC56-1010","P1010","naive2"
"TTC57-1010","P1010","predysfunctional3"
"TTC58-1010","P1010","predysfunctional3"
"TTC59-1010","P1010","naive2"
"TTC60-1010","P1010","cytotoxic1"
"TTC61-1010","P1010","dysfunctional4"
"TTC62-1010","P1010","cytotoxic1"
"TTC63-1010","P1010","cytotoxic1"
"TTC64-1010","P1010","predysfunctional3"
"TTC65-1010","P1010","predysfunctional3"
"TTC66-1010","P1010","cytotoxic1"
"TTC67-1010","P1010","naive2"
"TTC68-1010","P1010","cytotoxic1"
"TTC69-1010","P1010","predysfunctional3"
"TTC70-1010","P1010","cytotoxic1"
"TTC7-1010","P1010","dysfunctional4"
"TTC71-1010","P1010","cytotoxic1"
"TTC72-1010","P1010","cytotoxic1"
"TTC73-1010","P1010","predysfunctional3"
"TTC74-1010","P1010","dysfunctional4"
"TTC75-1010","P1010","dysfunctional4"
"TTC76-1010","P1010","cytotoxic1"
"TTC77-1010","P1010","predysfunctional3"
"TTC78-1010","P1010","cytotoxic1"
"TTC79-1010","P1010","dysfunctional4"
"TTC8-1010","P1010","cytotoxic1"
"TTC81-1010","P1010","cytotoxic1"
"TTC82-1010","P1010","predysfunctional3"
"TTC83-1010","P1010","naive2"
"TTC84-1010","P1010","cytotoxic1"
"TTC85-1010","P1010","dysfunctional4"
"TTC86-1010","P1010","naive2"
"TTC87-1010","P1010","cytotoxic1"
"TTC89-1010","P1010","cytotoxic1"
"TTC90-1010","P1010","cytotoxic1"
"TTC9-1010","P1010","cytotoxic1"
"TTC91-1010","P1010","cytotoxic1"
"TTC92-1010","P1010","cytotoxic1"
"TTC93-1010","P1010","cytotoxic1"
"TTC94-1010","P1010","predysfunctional3"
"TTC95-1010","P1010","naive2"
"TTC96-1010","P1010","dysfunctional4"
"TTC98-1010","P1010","predysfunctional3"
"TTC99-1010","P1010","dysfunctional4"
"NTC10-1011","P1011","predysfunctional3"
"NTC11-1011","P1011","cytotoxic1"
"NTC12-1011","P1011","predysfunctional3"
"NTC13-1011","P1011","cytotoxic1"
"NTC14-1011","P1011","dysfunctional4"
"NTC2-1011","P1011","cytotoxic1"
"NTC3-1011","P1011","predysfunctional3"
"NTC4-1011","P1011","predysfunctional3"
"NTC5-1011","P1011","predysfunctional3"
"NTC6-1011","P1011","cytotoxic1"
"NTC7-1011","P1011","cytotoxic1"
"NTC8-1011","P1011","predysfunctional3"
"PTC13-1011","P1011","cytotoxic1"
"PTC31-1011","P1011","predysfunctional3"
"PTC37-1011","P1011","cytotoxic1"
"PTC38-1011","P1011","cytotoxic1"
"PTC43-1011","P1011","cytotoxic1"
"PTC44-1011","P1011","naive2"
"PTC45-1011","P1011","cytotoxic1"
"PTC46-1011","P1011","cytotoxic1"
"PTC47-1011","P1011","cytotoxic1"
"PTC58-1011","P1011","cytotoxic1"
"PTC59-1011","P1011","naive2"
"PTC60-1011","P1011","naive2"
"PTC62-1011","P1011","naive2"
"PTC63-1011","P1011","naive2"
"PTC66-1011","P1011","cytotoxic1"
"PTC67-1011","P1011","naive2"
"PTC70-1011","P1011","naive2"
"PTC76-1011","P1011","cytotoxic1"
"PTC77-1011","P1011","cytotoxic1"
"PTC78-1011","P1011","naive2"
"PTC79-1011","P1011","naive2"
"PTC84-1011","P1011","naive2"
"PTC88-1011","P1011","naive2"
"PTC90-1011","P1011","cytotoxic1"
"PTC91-1011","P1011","cytotoxic1"
"PTC94-1011","P1011","cytotoxic1"
"PTC95-1011","P1011","cytotoxic1"
"PTC96-1011","P1011","naive2"
"TTC115-1011","P1011","cytotoxic1"
"TTC116-1011","P1011","dysfunctional4"
"TTC119-1011","P1011","cytotoxic1"
"TTC128-1011","P1011","predysfunctional3"
"TTC129-1011","P1011","predysfunctional3"
"TTC132-1011","P1011","predysfunctional3"
"TTC134-1011","P1011","predysfunctional3"
"TTC135-1011","P1011","dysfunctional4"
"TTC136-1011","P1011","predysfunctional3"
"TTC137-1011","P1011","predysfunctional3"
"TTC138-1011","P1011","predysfunctional3"
"TTC140-1011","P1011","predysfunctional3"
"TTC142-1011","P1011","cytotoxic1"
"TTC144-1011","P1011","cytotoxic1"
"TTC145-1011","P1011","predysfunctional3"
"TTC146-1011","P1011","cytotoxic1"
"TTC147-1011","P1011","predysfunctional3"
"TTC148-1011","P1011","naive2"
"TTC153-1011","P1011","predysfunctional3"
"TTC154-1011","P1011","predysfunctional3"
"TTC155-1011","P1011","dysfunctional4"
"TTC156-1011","P1011","dysfunctional4"
"TTC157-1011","P1011","naive2"
"TTC158-1011","P1011","predysfunctional3"
"TTC159-1011","P1011","predysfunctional3"
"TTC160-1011","P1011","dysfunctional4"
"TTC161-1011","P1011","predysfunctional3"
"TTC163-1011","P1011","predysfunctional3"
"TTC164-1011","P1011","predysfunctional3"
"TTC165-1011","P1011","dysfunctional4"
"TTC166-1011","P1011","cytotoxic1"
"TTC167-1011","P1011","predysfunctional3"
"TTC170-1011","P1011","naive2"
"TTC171-1011","P1011","dysfunctional4"
"TTC172-1011","P1011","dysfunctional4"
"TTC173-1011","P1011","cytotoxic1"
"TTC174-1011","P1011","dysfunctional4"
"TTC175-1011","P1011","predysfunctional3"
"TTC176-1011","P1011","cytotoxic1"
"TTC177-1011","P1011","cytotoxic1"
"TTC178-1011","P1011","predysfunctional3"
"TTC179-1011","P1011","dysfunctional4"
"TTC180-1011","P1011","predysfunctional3"
"TTC181-1011","P1011","naive2"
"TTC182-1011","P1011","dysfunctional4"
"TTC183-1011","P1011","naive2"
"TTC184-1011","P1011","cytotoxic1"
"TTC185-1011","P1011","predysfunctional3"
"TTC186-1011","P1011","predysfunctional3"
"TTC187-1011","P1011","cytotoxic1"
"TTC188-1011","P1011","predysfunctional3"
"TTC189-1011","P1011","dysfunctional4"
"TTC190-1011","P1011","predysfunctional3"
"TTC193-1011","P1011","predysfunctional3"
"TTC195-1011","P1011","predysfunctional3"
"TTC196-1011","P1011","cytotoxic1"
"TTC197-1011","P1011","naive2"
"TTC198-1011","P1011","predysfunctional3"
"TTC199-1011","P1011","predysfunctional3"
"TTC200-1011","P1011","predysfunctional3"
"TTC201-1011","P1011","cytotoxic1"
"TTC202-1011","P1011","predysfunctional3"
"TTC203-1011","P1011","cytotoxic1"
"TTC204-1011","P1011","dysfunctional4"
"TTC205-1011","P1011","naive2"
"TTC206-1011","P1011","cytotoxic1"
"TTC207-1011","P1011","predysfunctional3"
"TTC208-1011","P1011","predysfunctional3"
"TTC211-1011","P1011","cytotoxic1"
"TTC212-1011","P1011","predysfunctional3"
"TTC213-1011","P1011","predysfunctional3"
"TTC214-1011","P1011","naive2"
"TTC215-1011","P1011","dysfunctional4"
"TTC216-1011","P1011","naive2"
"TTC218-1011","P1011","dysfunctional4"
"TTC219-1011","P1011","naive2"
"TTC220-1011","P1011","predysfunctional3"
"TTC221-1011","P1011","naive2"
"TTC222-1011","P1011","predysfunctional3"
"TTC223-1011","P1011","cytotoxic1"
"TTC224-1011","P1011","dysfunctional4"
"TTC225-1011","P1011","predysfunctional3"
"TTC226-1011","P1011","predysfunctional3"
"TTC227-1011","P1011","cytotoxic1"
"TTC228-1011","P1011","cytotoxic1"
"TTC229-1011","P1011","cytotoxic1"
"TTC230-1011","P1011","predysfunctional3"
"TTC231-1011","P1011","dysfunctional4"
"TTC232-1011","P1011","naive2"
"TTC233-1011","P1011","naive2"
"TTC234-1011","P1011","dysfunctional4"
"TTC235-1011","P1011","dysfunctional4"
"TTC236-1011","P1011","predysfunctional3"
"TTC237-1011","P1011","dysfunctional4"
"TTC238-1011","P1011","dysfunctional4"
"TTC239-1011","P1011","predysfunctional3"
"TTC240-1011","P1011","predysfunctional3"
"TTC241-1011","P1011","cytotoxic1"
"TTC243-1011","P1011","predysfunctional3"
"TTC244-1011","P1011","predysfunctional3"
"TTC245-1011","P1011","dysfunctional4"
"TTC246-1011","P1011","predysfunctional3"
"TTC247-1011","P1011","cytotoxic1"
"TTC248-1011","P1011","naive2"
"TTC250-1011","P1011","cytotoxic1"
"TTC252-1011","P1011","predysfunctional3"
"TTC253-1011","P1011","dysfunctional4"
"TTC254-1011","P1011","predysfunctional3"
"TTC255-1011","P1011","dysfunctional4"
"TTC256-1011","P1011","dysfunctional4"
"TTC257-1011","P1011","predysfunctional3"
"TTC260-1011","P1011","naive2"
"TTC261-1011","P1011","predysfunctional3"
"TTC262-1011","P1011","predysfunctional3"
"TTC263-1011","P1011","dysfunctional4"
"TTC264-1011","P1011","predysfunctional3"
"TTC265-1011","P1011","dysfunctional4"
"TTC266-1011","P1011","dysfunctional4"
"TTC267-1011","P1011","cytotoxic1"
"TTC268-1011","P1011","naive2"
"TTC269-1011","P1011","cytotoxic1"
"TTC270-1011","P1011","predysfunctional3"
"TTC271-1011","P1011","cytotoxic1"
"TTC272-1011","P1011","naive2"
"TTC273-1011","P1011","dysfunctional4"
"TTC274-1011","P1011","dysfunctional4"
"TTC277-1011","P1011","naive2"
"TTC278-1011","P1011","predysfunctional3"
"TTC279-1011","P1011","dysfunctional4"
"TTC280-1011","P1011","dysfunctional4"
"TTC281-1011","P1011","cytotoxic1"
"TTC282-1011","P1011","dysfunctional4"
"TTC284-1011","P1011","cytotoxic1"
"TTC285-1011","P1011","predysfunctional3"
"TTC287-1011","P1011","predysfunctional3"
"TTC288-1011","P1011","predysfunctional3"
"NTC1-1011","P1011","cytotoxic1"
"NTC15-1011","P1011","predysfunctional3"
"NTC16-1011","P1011","dysfunctional4"
"NTC17-1011","P1011","dysfunctional4"
"NTC18-1011","P1011","predysfunctional3"
"NTC19-1011","P1011","predysfunctional3"
"NTC20-1011","P1011","dysfunctional4"
"NTC21-1011","P1011","predysfunctional3"
"NTC22-1011","P1011","dysfunctional4"
"NTC23-1011","P1011","naive2"
"NTC25-1011","P1011","cytotoxic1"
"NTC26-1011","P1011","predysfunctional3"
"NTC28-1011","P1011","predysfunctional3"
"NTC30-1011","P1011","cytotoxic1"
"NTC31-1011","P1011","predysfunctional3"
"NTC32-1011","P1011","predysfunctional3"
"NTC33-1011","P1011","dysfunctional4"
"NTC34-1011","P1011","dysfunctional4"
"NTC35-1011","P1011","predysfunctional3"
"NTC37-1011","P1011","cytotoxic1"
"NTC38-1011","P1011","predysfunctional3"
"NTC40-1011","P1011","dysfunctional4"
"NTC9-1011","P1011","naive2"
"PTC10-1011","P1011","naive2"
"PTC1-1011","P1011","naive2"
"PTC11-1011","P1011","naive2"
"PTC12-1011","P1011","cytotoxic1"
"PTC14-1011","P1011","cytotoxic1"
"PTC15-1011","P1011","cytotoxic1"
"PTC16-1011","P1011","naive2"
"PTC17-1011","P1011","naive2"
"PTC18-1011","P1011","naive2"
"PTC19-1011","P1011","naive2"
"PTC20-1011","P1011","naive2"
"PTC2-1011","P1011","naive2"
"PTC21-1011","P1011","naive2"
"PTC22-1011","P1011","cytotoxic1"
"PTC23-1011","P1011","cytotoxic1"
"PTC24-1011","P1011","naive2"
"PTC25-1011","P1011","cytotoxic1"
"PTC30-1011","P1011","naive2"
"PTC32-1011","P1011","cytotoxic1"
"PTC33-1011","P1011","cytotoxic1"
"PTC34-1011","P1011","cytotoxic1"
"PTC39-1011","P1011","naive2"
"PTC40-1011","P1011","cytotoxic1"
"PTC4-1011","P1011","naive2"
"PTC48-1011","P1011","naive2"
"PTC49-1011","P1011","naive2"
"PTC50-1011","P1011","naive2"
"PTC51-1011","P1011","naive2"
"PTC52-1011","P1011","cytotoxic1"
"PTC53-1011","P1011","naive2"
"PTC54-1011","P1011","naive2"
"PTC55-1011","P1011","naive2"
"PTC56-1011","P1011","naive2"
"PTC57-1011","P1011","naive2"
"PTC6-1011","P1011","cytotoxic1"
"PTC61-1011","P1011","naive2"
"PTC64-1011","P1011","cytotoxic1"
"PTC65-1011","P1011","naive2"
"PTC7-1011","P1011","cytotoxic1"
"PTC71-1011","P1011","cytotoxic1"
"PTC72-1011","P1011","naive2"
"PTC73-1011","P1011","cytotoxic1"
"PTC74-1011","P1011","cytotoxic1"
"PTC80-1011","P1011","cytotoxic1"
"PTC8-1011","P1011","naive2"
"PTC83-1011","P1011","naive2"
"PTC85-1011","P1011","naive2"
"PTC86-1011","P1011","cytotoxic1"
"PTC87-1011","P1011","cytotoxic1"
"PTC89-1011","P1011","naive2"
"PTC9-1011","P1011","cytotoxic1"
"TTC100-1011","P1011","predysfunctional3"
"TTC102-1011","P1011","predysfunctional3"
"TTC103-1011","P1011","dysfunctional4"
"TTC106-1011","P1011","dysfunctional4"
"TTC107-1011","P1011","cytotoxic1"
"TTC117-1011","P1011","predysfunctional3"
"TTC118-1011","P1011","dysfunctional4"
"TTC120-1011","P1011","cytotoxic1"
"TTC121-1011","P1011","dysfunctional4"
"TTC123-1011","P1011","cytotoxic1"
"TTC124-1011","P1011","cytotoxic1"
"TTC125-1011","P1011","dysfunctional4"
"TTC126-1011","P1011","dysfunctional4"
"TTC127-1011","P1011","naive2"
"TTC130-1011","P1011","predysfunctional3"
"TTC131-1011","P1011","predysfunctional3"
"TTC133-1011","P1011","predysfunctional3"
"TTC149-1011","P1011","predysfunctional3"
"TTC150-1011","P1011","naive2"
"TTC152-1011","P1011","dysfunctional4"
"TTC162-1011","P1011","dysfunctional4"
"TTC168-1011","P1011","predysfunctional3"
"TTC191-1011","P1011","cytotoxic1"
"TTC192-1011","P1011","predysfunctional3"
"TTC23-1011","P1011","naive2"
"TTC3-1011","P1011","naive2"
"TTC34-1011","P1011","naive2"
"TTC36-1011","P1011","predysfunctional3"
"TTC42-1011","P1011","naive2"
"TTC50-1011","P1011","naive2"
"TTC73-1011","P1011","cytotoxic1"
"TTC76-1011","P1011","cytotoxic1"
"TTC79-1011","P1011","dysfunctional4"
"TTC94-1011","P1011","cytotoxic1"
"TTC99-1011","P1011","naive2"
"NTC106-1118","P1118","cytotoxic1"
"NTC109-1118","P1118","cytotoxic1"
"NTC110-1118","P1118","cytotoxic1"
"NTC112-1118","P1118","cytotoxic1"
"NTC97-1118","P1118","predysfunctional3"
"NTC100-1118","P1118","cytotoxic1"
"NTC101-1118","P1118","cytotoxic1"
"NTC103-1118","P1118","cytotoxic1"
"NTC104-1118","P1118","dysfunctional4"
"NTC105-1118","P1118","predysfunctional3"
"NTC107-1118","P1118","cytotoxic1"
"NTC111-1118","P1118","cytotoxic1"
"NTC2-1118","P1118","predysfunctional3"
"NTC3-1118","P1118","predysfunctional3"
"NTC4-1118","P1118","cytotoxic1"
"NTC5-1118","P1118","cytotoxic1"
"NTC6-1118","P1118","cytotoxic1"
"NTC7-1118","P1118","cytotoxic1"
"NTC8-1118","P1118","predysfunctional3"
"NTC98-1118","P1118","cytotoxic1"
"NTC99-1118","P1118","cytotoxic1"
"PTC101-1118","P1118","predysfunctional3"
"PTC10-1118","P1118","naive2"
"PTC102-1118","P1118","naive2"
"PTC104-1118","P1118","cytotoxic1"
"PTC106-1118","P1118","naive2"
"PTC107-1118","P1118","cytotoxic1"
"PTC110-1118","P1118","predysfunctional3"
"PTC11-1118","P1118","naive2"
"PTC1-1118","P1118","cytotoxic1"
"PTC112-1118","P1118","cytotoxic1"
"PTC12-1118","P1118","cytotoxic1"
"PTC14-1118","P1118","cytotoxic1"
"PTC15-1118","P1118","naive2"
"PTC17-1118","P1118","cytotoxic1"
"PTC28-1118","P1118","naive2"
"PTC29-1118","P1118","naive2"
"PTC30-1118","P1118","naive2"
"PTC3-1118","P1118","cytotoxic1"
"PTC32-1118","P1118","naive2"
"PTC41-1118","P1118","naive2"
"PTC4-1118","P1118","cytotoxic1"
"PTC42-1118","P1118","naive2"
"PTC43-1118","P1118","cytotoxic1"
"PTC44-1118","P1118","naive2"
"PTC45-1118","P1118","naive2"
"PTC46-1118","P1118","cytotoxic1"
"PTC48-1118","P1118","cytotoxic1"
"PTC49-1118","P1118","naive2"
"PTC5-1118","P1118","naive2"
"PTC6-1118","P1118","naive2"
"PTC7-1118","P1118","naive2"
"PTC8-1118","P1118","naive2"
"PTC9-1118","P1118","cytotoxic1"
"TTC100-1118","P1118","predysfunctional3"
"TTC101-1118","P1118","predysfunctional3"
"TTC102-1118","P1118","dysfunctional4"
"TTC103-1118","P1118","dysfunctional4"
"TTC104-1118","P1118","naive2"
"TTC142-1118","P1118","cytotoxic1"
"TTC154-1118","P1118","cytotoxic1"
"TTC193-1118","P1118","cytotoxic1"
"TTC194-1118","P1118","cytotoxic1"
"TTC195-1118","P1118","cytotoxic1"
"TTC196-1118","P1118","predysfunctional3"
"TTC197-1118","P1118","cytotoxic1"
"TTC200-1118","P1118","cytotoxic1"
"TTC97-1118","P1118","predysfunctional3"
"TTC98-1118","P1118","cytotoxic1"
"TTC99-1118","P1118","dysfunctional4"
"NTC20-1118","P1118","cytotoxic1"
